,stateDt,clearCnt,examCnt,careCnt,resutlNegCnt,accExamCnt,accExamCompCnt,accDefRate
1110,20200101,1.0,1.0,,,,,
1109,20200202,2.0,2.0,,,,,
1108,20200203,,,,,,,
1107,20200204,,,,,,,
1106,20200205,1.0,40.0,,,,,
1105,20200206,1.0,169.0,,,,,
1104,20200207,2.0,327.0,,,,,
1103,20200208,2.0,939.0,,,,,
1102,20200209,3.0,888.0,,,,,
1101,20200210,3.0,531.0,,,,,
1100,20200211,4.0,762.0,,,,,
1099,20200212,7.0,785.0,,,,,
1098,20200213,7.0,562.0,,,,,
1097,20200214,7.0,535.0,,,,,
1096,20200215,9.0,558.0,,,,,
1095,20200216,9.0,485.0,,,,,
1094,20200217,10.0,708.0,,,,,
1093,20200218,12.0,818.0,,,,,
1092,20200219,16.0,1149.0,,,,,
1091,20200220,16.0,1860.0,,,,,
1090,20200221,17.0,3180.0,,,,,
1089,20200222,18.0,6037.0,,,,,
1088,20200223,18.0,8057.0,,,,,
1087,20200224,22.0,11631.0,,,,,
1086,20200225,22.0,13880.0,,,,,
1085,20200226,24.0,20716.0,,,,,
1084,20200227,26.0,25568.0,,,,,
1083,20200228,27.0,30237.0,,,,,
1082,20200229,28.0,35182.0,,,,,
1081,20200301,30.0,33360.0,,,,,
1080,20200302,31.0,33799.0,4159.0,71580.0,109591.0,75792.0,5.5573147561
1079,20200303,34.0,35555.0,4750.0,85484.0,125851.0,90296.0,5.3291397182
1078,20200304,41.0,28414.0,5255.0,102965.0,136707.0,108293.0,4.9199855946
1077,20200305,88.0,21810.0,5643.0,118965.0,146541.0,124731.0,4.622748154
1076,20200306,108.0,21832.0,6134.0,136624.0,164740.0,142908.0,4.3972345844
1075,20200307,118.0,19620.0,6605.0,151802.0,178189.0,158569.0,4.2675428362
1074,20200308,130.0,19376.0,6954.0,162008.0,188518.0,169142.0,4.2177578602
1073,20200309,166.0,17458.0,7165.0,171778.0,196618.0,179160.0,4.1203393614
1072,20200310,247.0,18452.0,7212.0,184179.0,210144.0,191692.0,3.9193080566
1071,20200311,288.0,18540.0,7407.0,196100.0,222395.0,203855.0,3.8041745358
1070,20200312,333.0,17727.0,7470.0,209402.0,234998.0,217271.0,3.6217442732
1069,20200313,510.0,17940.0,7402.0,222728.0,248647.0,230707.0,3.4584993086
1068,20200314,714.0,17634.0,7300.0,235615.0,261335.0,243701.0,3.3180003364
1067,20200315,834.0,16272.0,7253.0,243778.0,268212.0,251940.0,3.2396602365
1066,20200316,1137.0,14971.0,7024.0,251297.0,274504.0,259533.0,3.1733922083
1065,20200317,1401.0,17291.0,6838.0,261105.0,286716.0,269425.0,3.088057901
1064,20200318,1540.0,16346.0,6789.0,270888.0,295647.0,279301.0,3.0121625056
1063,20200319,1947.0,15904.0,6527.0,282555.0,307024.0,291120.0,2.9420857378
1062,20200320,2233.0,15525.0,6325.0,292487.0,316664.0,301139.0,2.873091828
1061,20200321,2612.0,15704.0,6085.0,303006.0,327509.0,311805.0,2.8219560302
1060,20200322,2909.0,14540.0,5884.0,308343.0,331780.0,317240.0,2.8045013239
1059,20200323,3166.0,13628.0,5684.0,315447.0,338036.0,324408.0,2.7622623363
1058,20200324,3507.0,15440.0,5410.0,324105.0,348582.0,333142.0,2.7126570651
1057,20200325,3730.0,14278.0,5281.0,334481.0,357896.0,343618.0,2.6590574416
1056,20200326,4144.0,14369.0,4966.0,341332.0,364942.0,350573.0,2.6359702544
1055,20200327,4528.0,15219.0,4665.0,352410.0,376961.0,361742.0,2.5797391511
1054,20200328,4811.0,16564.0,4523.0,361883.0,387925.0,371361.0,2.5522335409
1053,20200329,5033.0,15028.0,4398.0,369530.0,394141.0,379113.0,2.5277423881
1052,20200330,5228.0,13531.0,4275.0,372002.0,395194.0,381663.0,2.5312906936
1051,20200331,5408.0,16892.0,4216.0,383886.0,410564.0,393672.0,2.4858257635
1050,20200401,5567.0,16585.0,4155.0,395075.0,421547.0,404962.0,2.4414636435
1049,20200402,5828.0,17885.0,3979.0,403882.0,431743.0,413858.0,2.4104886217
1048,20200403,6021.0,18908.0,3867.0,414303.0,443273.0,424365.0,2.3710720723
1047,20200404,6325.0,20144.0,3654.0,424732.0,455032.0,434888.0,2.3353139199
1046,20200405,6463.0,19571.0,3591.0,431425.0,461233.0,441662.0,2.317835811
1045,20200406,6598.0,19295.0,3500.0,437225.0,466804.0,447509.0,2.2980543408
1044,20200407,6694.0,20650.0,3445.0,446323.0,477304.0,456654.0,2.2623255243
1043,20200408,6776.0,17858.0,3408.0,457761.0,486003.0,468145.0,2.2181161819
1042,20200409,6973.0,15509.0,3246.0,468779.0,494711.0,479202.0,2.1750743945
1041,20200410,7117.0,15298.0,3125.0,477303.0,503051.0,487753.0,2.1424778525
1040,20200411,7243.0,14070.0,3026.0,485929.0,510479.0,496409.0,2.1111623681
1039,20200412,7368.0,13788.0,2930.0,490321.0,514621.0,500833.0,2.0989032272
1038,20200413,7447.0,13391.0,2873.0,494815.0,518743.0,505352.0,2.0850812898
1037,20200414,7534.0,14651.0,2808.0,502223.0,527438.0,512787.0,2.0601146284
1036,20200415,7616.0,15026.0,2750.0,508935.0,534552.0,519526.0,2.0385890215
1035,20200416,7757.0,14268.0,2627.0,513894.0,538775.0,524507.0,2.0234239009
1034,20200417,7829.0,14186.0,2576.0,521642.0,546463.0,532277.0,1.998019828
1033,20200418,7937.0,13550.0,2484.0,530631.0,554834.0,541284.0,1.9680980779
1032,20200419,8042.0,12243.0,2385.0,536205.0,559109.0,546866.0,1.9494720827
1031,20200420,8114.0,11981.0,2324.0,540380.0,563035.0,551054.0,1.9370152471
1030,20200421,8213.0,12721.0,2233.0,547610.0,571014.0,558293.0,1.9135113641
1029,20200422,8277.0,12121.0,2179.0,555144.0,577959.0,565838.0,1.8899402302
1028,20200423,8411.0,10139.0,2051.0,563130.0,583971.0,573832.0,1.8650057856
1027,20200424,8501.0,9600.0,1967.0,569212.0,589520.0,579920.0,1.8464615809
1026,20200425,8635.0,9259.0,1843.0,575184.0,595161.0,585902.0,1.8293161655
1025,20200426,8717.0,8999.0,1769.0,578558.0,598285.0,589286.0,1.8205082082
1024,20200427,8764.0,8895.0,1731.0,582027.0,601660.0,592765.0,1.8115104636
1023,20200428,8854.0,9203.0,1654.0,588559.0,608514.0,599311.0,1.7940601791
1022,20200429,8922.0,8307.0,1593.0,595129.0,614197.0,605890.0,1.7760649622
1021,20200430,9059.0,8634.0,1459.0,600482.0,619881.0,611247.0,1.7611538379
1020,20200501,9072.0,8685.0,1454.0,603610.0,623069.0,614384.0,1.7536263965
1019,20200502,9123.0,8496.0,1407.0,608286.0,627562.0,619066.0,1.7413329111
1018,20200503,9183.0,8588.0,1360.0,611592.0,630973.0,622385.0,1.7341356234
1017,20200504,9217.0,8176.0,1332.0,614944.0,633921.0,625745.0,1.7261024858
1016,20200505,9283.0,8858.0,1267.0,620575.0,640237.0,631379.0,1.7111750628
1015,20200506,9333.0,8009.0,1218.0,624280.0,643095.0,635086.0,1.7015018438
1014,20200507,9419.0,8429.0,1135.0,630149.0,649388.0,640959.0,1.6865353322
1013,20200508,9484.0,8867.0,1082.0,635174.0,654863.0,645996.0,1.6752425711
1012,20200509,9568.0,9153.0,1016.0,640037.0,660030.0,650877.0,1.6654452377
1011,20200510,9610.0,10128.0,1008.0,642884.0,663886.0,653758.0,1.6633066058
1010,20200511,9632.0,10922.0,1021.0,646661.0,668492.0,657570.0,1.6589868759
1009,20200512,9670.0,16330.0,1008.0,653624.0,680890.0,664560.0,1.6456000963
1008,20200513,9695.0,19579.0,1008.0,665379.0,695920.0,676341.0,1.6207800503
1007,20200514,9762.0,20722.0,969.0,679771.0,711484.0,690762.0,1.5911413772
1006,20200515,9821.0,19875.0,937.0,695854.0,726747.0,706872.0,1.5586980386
1005,20200516,9851.0,18343.0,924.0,711265.0,740645.0,722302.0,1.5280312113
1004,20200517,9888.0,17660.0,900.0,718943.0,747653.0,729993.0,1.5137131451
1003,20200518,9904.0,16093.0,898.0,726053.0,753211.0,737118.0,1.5011165105
1002,20200519,9938.0,16925.0,877.0,737571.0,765574.0,748649.0,1.4797321575
1001,20200520,10066.0,16351.0,781.0,748972.0,776433.0,760082.0,1.4616843972
1000,20200521,10135.0,18089.0,723.0,759473.0,788684.0,770595.0,1.4433003069
999,20200522,10162.0,20286.0,716.0,770990.0,802418.0,782132.0,1.42456772
998,20200523,10194.0,21569.0,705.0,781686.0,814420.0,792851.0,1.4082091086
997,20200524,10213.0,20333.0,711.0,788766.0,820289.0,799956.0,1.3988269354
996,20200525,10226.0,19089.0,713.0,796142.0,826437.0,807348.0,1.3880012088
995,20200526,10275.0,22044.0,681.0,806206.0,839475.0,817431.0,1.3732045885
994,20200527,10295.0,21061.0,701.0,820550.0,852876.0,831815.0,1.3542674753
993,20200528,10340.0,22370.0,735.0,834952.0,868666.0,846296.0,1.3404293533
992,20200529,10363.0,24557.0,770.0,849161.0,885120.0,860563.0,1.3249465756
991,20200530,10398.0,26298.0,774.0,865162.0,902901.0,876603.0,1.305151819
990,20200531,10405.0,23294.0,793.0,876060.0,910822.0,887528.0,1.2921282483
989,20200601,10422.0,24058.0,810.0,885830.0,921391.0,897333.0,1.2819098372
988,20200602,10446.0,28922.0,823.0,899388.0,939851.0,910929.0,1.2669483571
987,20200603,10467.0,27865.0,850.0,917397.0,956852.0,928987.0,1.2475954991
986,20200604,10499.0,28199.0,857.0,934030.0,973858.0,945659.0,1.2297244567
985,20200605,10506.0,28766.0,889.0,950526.0,990960.0,962194.0,1.2126452669
984,20200606,10531.0,27954.0,915.0,965632.0,1005305.0,977351.0,1.1990574522
983,20200607,10552.0,26481.0,951.0,974512.0,1012769.0,986288.0,1.1939717405
982,20200608,10563.0,24374.0,978.0,982026.0,1018214.0,993840.0,1.1887225307
981,20200609,10589.0,27459.0,989.0,996686.0,1035997.0,1008538.0,1.175166429
980,20200610,10611.0,26223.0,1015.0,1013847.0,1051972.0,1025749.0,1.160322847
979,20200611,10654.0,25494.0,1017.0,1029447.0,1066888.0,1041394.0,1.1472122942
978,20200612,10669.0,24244.0,1057.0,1045240.0,1081487.0,1057243.0,1.1353113711
977,20200613,10691.0,23352.0,1083.0,1059301.0,1094704.0,1071352.0,1.1248403885
976,20200614,10718.0,21356.0,1090.0,1066887.0,1100328.0,1078972.0,1.1200476008
975,20200615,10730.0,20793.0,1114.0,1072805.0,1105719.0,1084926.0,1.1172190545
974,20200616,10760.0,22632.0,1117.0,1084980.0,1119767.0,1097135.0,1.1078855382
973,20200617,10774.0,21489.0,1145.0,1099136.0,1132823.0,1111334.0,1.0975998214
972,20200618,10800.0,21714.0,1177.0,1111741.0,1145712.0,1123998.0,1.0904823674
971,20200619,10835.0,21190.0,1191.0,1124567.0,1158063.0,1136873.0,1.0824428058
970,20200620,10856.0,21470.0,1237.0,1137058.0,1170901.0,1149431.0,1.07644565
969,20200621,10868.0,20071.0,1273.0,1143971.0,1176463.0,1156392.0,1.0741167355
968,20200622,10881.0,19403.0,1277.0,1150225.0,1182066.0,1162663.0,1.0697854838
967,20200623,10908.0,22278.0,1295.0,1161250.0,1196012.0,1173734.0,1.0636140726
966,20200624,10930.0,20245.0,1324.0,1175817.0,1208597.0,1188352.0,1.0548221402
965,20200625,10974.0,18900.0,1307.0,1189015.0,1220478.0,1201578.0,1.0455417792
964,20200626,11172.0,18828.0,1148.0,1200885.0,1232315.0,1213487.0,1.0384948499
963,20200627,11317.0,19866.0,1054.0,1211261.0,1243780.0,1223914.0,1.0338144673
962,20200628,11364.0,19005.0,1069.0,1219975.0,1251695.0,1232690.0,1.0314839902
961,20200629,11429.0,18499.0,1046.0,1228698.0,1259954.0,1241455.0,1.0275845681
960,20200630,11537.0,20809.0,981.0,1240157.0,1273766.0,1252957.0,1.0215833424
959,20200701,11613.0,19526.0,955.0,1252855.0,1285231.0,1265705.0,1.0152444684
958,20200702,11684.0,19782.0,938.0,1263276.0,1295962.0,1276180.0,1.0111426287
957,20200703,11759.0,21560.0,926.0,1273234.0,1307761.0,1286201.0,1.0081627988
956,20200704,11811.0,22321.0,936.0,1284172.0,1319523.0,1297202.0,1.0044696199
955,20200705,11832.0,21649.0,976.0,1291315.0,1326055.0,1304406.0,1.0035985728
954,20200706,11848.0,21292.0,1005.0,1297367.0,1331796.0,1310504.0,1.0024387563
953,20200707,11914.0,23675.0,982.0,1309338.0,1346194.0,1322519.0,0.9966586491
952,20200708,11970.0,24012.0,989.0,1322479.0,1359735.0,1335723.0,0.991522943
951,20200709,12019.0,23912.0,987.0,1334566.0,1371771.0,1347859.0,0.9862307555
950,20200710,12065.0,23527.0,985.0,1348025.0,1384890.0,1361363.0,0.9797533795
949,20200711,12144.0,22950.0,941.0,1360618.0,1396941.0,1373991.0,0.9732960405
948,20200712,12178.0,21830.0,950.0,1366897.0,1402144.0,1380314.0,0.9720252058
947,20200713,12204.0,21845.0,986.0,1372988.0,1408312.0,1386467.0,0.9721832542
946,20200714,12282.0,24289.0,941.0,1382815.0,1420616.0,1396327.0,0.967681639
945,20200715,12348.0,23297.0,914.0,1394468.0,1431316.0,1408019.0,0.9624159901
944,20200716,12396.0,23404.0,925.0,1404332.0,1441348.0,1417944.0,0.9599814943
943,20200717,12460.0,23110.0,919.0,1414235.0,1451017.0,1427907.0,0.9574853264
942,20200718,12519.0,22923.0,898.0,1423570.0,1460204.0,1437281.0,0.9539540284
941,20200719,12556.0,21953.0,894.0,1429601.0,1465299.0,1443346.0,0.9523011114
940,20200720,12572.0,21302.0,903.0,1435120.0,1470193.0,1448891.0,0.9504510691
939,20200721,12643.0,23864.0,877.0,1444710.0,1482390.0,1458526.0,0.9472577108
938,20200722,12698.0,21751.0,884.0,1456441.0,1492071.0,1470320.0,0.9439441754
937,20200723,12758.0,21418.0,883.0,1465498.0,1500854.0,1479436.0,0.9421157792
936,20200724,12817.0,20559.0,864.0,1475789.0,1510327.0,1489768.0,0.9383340224
935,20200725,12866.0,19681.0,928.0,1484861.0,1518634.0,1498953.0,0.9401228724
934,20200726,12890.0,19214.0,962.0,1489562.0,1522926.0,1503712.0,0.9410046604
933,20200727,12905.0,18770.0,971.0,1494029.0,1526974.0,1508204.0,0.9398595945
932,20200728,13007.0,20444.0,896.0,1503057.0,1537704.0,1517260.0,0.9360953297
931,20200729,13069.0,19326.0,882.0,1513730.0,1547307.0,1527981.0,0.9326686653
930,20200730,13132.0,19018.0,837.0,1522928.0,1556215.0,1537197.0,0.9282479734
929,20200731,13183.0,18330.0,821.0,1531161.0,1563796.0,1545466.0,0.9256107866
928,20200801,13233.0,18278.0,802.0,1539216.0,1571830.0,1553552.0,0.9227885516
927,20200802,13259.0,17768.0,806.0,1544112.0,1576246.0,1558478.0,0.9217967786
926,20200803,13280.0,17401.0,808.0,1547967.0,1579757.0,1562356.0,0.9209808775
925,20200804,13352.0,18724.0,770.0,1556633.0,1589780.0,1571056.0,0.9180449328
924,20200805,13406.0,18490.0,748.0,1565241.0,1598187.0,1579697.0,0.9151122018
923,20200806,13501.0,18031.0,696.0,1573957.0,1606487.0,1588456.0,0.9127731583
922,20200807,13543.0,17068.0,673.0,1582065.0,1613652.0,1596584.0,0.9093790242
921,20200808,13629.0,16105.0,629.0,1589847.0,1620514.0,1604409.0,0.9076239288
920,20200809,13642.0,16803.0,651.0,1593249.0,1624650.0,1607847.0,0.907922209
919,20200810,13658.0,16396.0,663.0,1597281.0,1628303.0,1611907.0,0.9073724476
918,20200811,13729.0,17489.0,626.0,1605695.0,1637844.0,1620355.0,0.9047400106
917,20200812,13786.0,17375.0,623.0,1614563.0,1646652.0,1629277.0,0.9030999639
916,20200813,13817.0,17798.0,648.0,1622330.0,1654898.0,1637100.0,0.9022051188
915,20200814,13863.0,20132.0,705.0,1630079.0,1665084.0,1644952.0,0.9041601213
914,20200815,13901.0,21618.0,833.0,1638639.0,1675296.0,1653678.0,0.9094273492
913,20200816,13910.0,22005.0,1103.0,1644464.0,1681787.0,1659782.0,0.9228922834
912,20200817,13917.0,22964.0,1293.0,1649991.0,1688470.0,1665506.0,0.9315487305
911,20200818,13934.0,25219.0,1521.0,1656062.0,1697042.0,1671823.0,0.9427433406
910,20200819,14006.0,31022.0,1746.0,1667984.0,1715064.0,1684042.0,0.9535391635
909,20200820,14063.0,34998.0,1976.0,1682739.0,1734083.0,1699085.0,0.9620472195
908,20200821,14120.0,38045.0,2241.0,1699408.0,1754123.0,1716078.0,0.9714010668
907,20200822,14169.0,42427.0,2524.0,1716371.0,1775800.0,1733373.0,0.9808621687
906,20200823,14200.0,47564.0,2890.0,1726223.0,1791186.0,1743622.0,0.997865363
905,20200824,14219.0,47995.0,3137.0,1738762.0,1804422.0,1756427.0,1.005734938
904,20200825,14286.0,50362.0,3349.0,1757530.0,1825837.0,1775475.0,1.0107154423
903,20200826,14368.0,52795.0,3585.0,1778446.0,1849506.0,1796711.0,1.0165797393
902,20200827,14461.0,52041.0,3932.0,1798832.0,1869579.0,1817538.0,1.0291944377
901,20200828,14551.0,50711.0,4210.0,1817929.0,1887717.0,1837006.0,1.0384832711
900,20200829,14765.0,54046.0,4314.0,1835883.0,1909329.0,1855283.0,1.0456625754
899,20200830,14903.0,58021.0,4473.0,1846450.0,1924170.0,1866149.0,1.0555963109
898,20200831,14973.0,57876.0,4650.0,1859866.0,1937689.0,1879813.0,1.0611161854
897,20200901,15198.0,56743.0,4660.0,1882155.0,1959080.0,1902337.0,1.0609056124
896,20200902,15356.0,56748.0,4767.0,1903098.0,1980295.0,1923547.0,1.0630881387
895,20200903,15529.0,55524.0,4786.0,1924384.0,2000552.0,1945028.0,1.0613728954
894,20200904,15783.0,52266.0,4728.0,1945798.0,2018906.0,1966640.0,1.0597770817
893,20200905,16009.0,52077.0,4668.0,1963958.0,2037045.0,1984968.0,1.0584553504
892,20200906,16146.0,49621.0,4697.0,1975137.0,2045935.0,1996314.0,1.0608050637
891,20200907,16297.0,47109.0,4663.0,1982892.0,2051297.0,2004188.0,1.062574968
890,20200908,16636.0,43370.0,4455.0,2001276.0,2066078.0,2022708.0,1.0595696462
889,20200909,17023.0,36533.0,4221.0,2024113.0,2082234.0,2045701.0,1.055286183
888,20200910,17360.0,33018.0,4037.0,2044830.0,2099591.0,2066573.0,1.0521283303
887,20200911,17616.0,29423.0,3953.0,2067869.0,2119211.0,2089788.0,1.0488623726
886,20200912,18029.0,27826.0,3671.0,2085576.0,2135457.0,2107631.0,1.0464355477
885,20200913,18226.0,27705.0,3592.0,2093389.0,2143270.0,2115565.0,1.0482306145
884,20200914,18489.0,27476.0,3433.0,2101241.0,2151002.0,2123526.0,1.049433819
883,20200915,18878.0,27310.0,3146.0,2114877.0,2164578.0,2137268.0,1.0476458731
882,20200916,19310.0,25842.0,2827.0,2130486.0,2178832.0,2152990.0,1.0452440559
881,20200917,19543.0,25508.0,2742.0,2143727.0,2191892.0,2166384.0,1.0458441347
880,20200918,19771.0,25403.0,2635.0,2158179.0,2206365.0,2180962.0,1.0446307638
879,20200919,19970.0,24705.0,2545.0,2171564.0,2219162.0,2194457.0,1.0432193476
878,20200920,20158.0,24274.0,2434.0,2179452.0,2226701.0,2202427.0,1.0431673785
877,20200921,20248.0,22536.0,2412.0,2186008.0,2231589.0,2209053.0,1.0432072023
876,20200922,20441.0,23222.0,2277.0,2198784.0,2245112.0,2221890.0,1.0399254688
875,20200923,20650.0,20527.0,2178.0,2213156.0,2256899.0,2236372.0,1.0381099387
874,20200924,20832.0,20782.0,2116.0,2224876.0,2268999.0,2248217.0,1.0382004939
873,20200925,20978.0,19575.0,2082.0,2237246.0,2280276.0,2260701.0,1.0375100466
872,20200926,21166.0,18508.0,1951.0,2248321.0,2290345.0,2271837.0,1.035109473
871,20200927,21248.0,18878.0,1962.0,2254028.0,2296517.0,2277639.0,1.0366436472
870,20200928,21292.0,18587.0,1963.0,2259055.0,2301303.0,2282716.0,1.0365284161
869,20200929,21470.0,20056.0,1822.0,2269289.0,2313044.0,2292988.0,1.0335422601
868,20200930,21590.0,20596.0,1809.0,2278591.0,2322999.0,2302403.0,1.0342238087
867,20201001,21666.0,20029.0,1808.0,2284517.0,2328435.0,2308406.0,1.0348699492
866,20201002,21733.0,19995.0,1803.0,2289830.0,2333777.0,2313782.0,1.0351882761
865,20201003,21787.0,21287.0,1820.0,2294545.0,2339859.0,2318572.0,1.0362844026
864,20201004,21845.0,22116.0,1825.0,2300138.0,2346345.0,2324229.0,1.036515765
863,20201005,21886.0,22447.0,1856.0,2305767.0,2352378.0,2329931.0,1.0371122578
862,20201006,22083.0,22737.0,1734.0,2318457.0,2365433.0,2342696.0,1.034662628
861,20201007,22334.0,22138.0,1594.0,2331582.0,2378073.0,2355935.0,1.0336872621
860,20201008,22463.0,20978.0,1532.0,2343444.0,2388844.0,2367866.0,1.0313928237
859,20201009,22569.0,20699.0,1479.0,2355058.0,2400233.0,2379534.0,1.0286047604
858,20201010,22624.0,18982.0,1494.0,2361154.0,2404684.0,2385702.0,1.0289633826
857,20201011,22693.0,19303.0,1481.0,2366574.0,2410483.0,2391180.0,1.0290316914
856,20201012,22729.0,19192.0,1541.0,2371715.0,2415610.0,2396418.0,1.0308301807
855,20201013,22863.0,20124.0,1508.0,2383842.0,2428771.0,2408647.0,1.0298312704
854,20201014,23030.0,18396.0,1421.0,2398169.0,2441454.0,2423058.0,1.027173101
853,20201015,23082.0,18262.0,1467.0,2407489.0,2450739.0,2432477.0,1.0272656226
852,20201016,23180.0,17355.0,1414.0,2417036.0,2459426.0,2442071.0,1.0251544693
851,20201017,23258.0,17318.0,1407.0,2426101.0,2468527.0,2451209.0,1.0243108604
850,20201018,23312.0,17781.0,1443.0,2431549.0,2474529.0,2456748.0,1.0257055261
849,20201019,23368.0,16763.0,1463.0,2437188.0,2479226.0,2462463.0,1.0264113613
848,20201020,23466.0,19379.0,1420.0,2446599.0,2491311.0,2471932.0,1.0248259256
847,20201021,23584.0,19493.0,1390.0,2458574.0,2503491.0,2483998.0,1.023511291
846,20201022,23647.0,19813.0,1443.0,2469969.0,2515325.0,2495512.0,1.0235574904
845,20201023,23717.0,20430.0,1526.0,2482493.0,2528621.0,2508191.0,1.0245631213
844,20201024,23834.0,21888.0,1484.0,2493016.0,2540679.0,2518791.0,1.0233084047
843,20201025,23869.0,21682.0,1510.0,2498628.0,2546146.0,2524464.0,1.0234251706
842,20201026,23905.0,20763.0,1593.0,2505546.0,2552264.0,2531501.0,1.0252810486
841,20201027,23981.0,23003.0,1602.0,2518541.0,2567587.0,2544584.0,1.0234678831
840,20201028,24073.0,22904.0,1612.0,2533910.0,2582960.0,2560056.0,1.0213057839
839,20201029,24168.0,26148.0,1641.0,2545559.0,2597978.0,2571830.0,1.0214905339
838,20201030,24227.0,26373.0,1695.0,2559473.0,2612231.0,2585858.0,1.020357653
837,20201031,24311.0,25678.0,1736.0,2572303.0,2624492.0,2598814.0,1.0201191774
836,20201101,24357.0,24838.0,1812.0,2579157.0,2630630.0,2605792.0,1.02214605
835,20201102,24395.0,25524.0,1869.0,2584394.0,2636650.0,2611126.0,1.0237728857
834,20201103,24510.0,25815.0,1825.0,2597237.0,2649859.0,2624044.0,1.0215911013
833,20201104,24616.0,24255.0,1835.0,2611080.0,2662260.0,2638005.0,1.020657656
832,20201105,24735.0,25062.0,1840.0,2621594.0,2673706.0,2648644.0,1.0212773026
